order_id,customer_id,product,category,unit_price,quantity,discount,amount,order_date,region,status
ORD00288,CUST0042,显示器,电脑,1910.15,4,0.15,6494.51,2024-07-20,华南,已完成
ORD00289,CUST0215,键盘,配件,302.03,5,0.2,1208.12,2024-10-11,东北,已完成
ORD00290,CUST0299,显示器,电脑,2056.69,5,0.1,9255.11,2024-10-01,西南,已完成
ORD00291,CUST0290,摄像头,配件,544.16,2,0.0,1088.32,2024-09-28,东北,已完成
ORD00292,CUST0268,显示器,电脑,2087.95,4,0.2,6681.44,2024-09-07,华东,已完成
ORD00293,CUST0162,显示器,电脑,2111.84,1,0.0,2111.84,2024-02-02,西南,已完成
ORD00294,CUST0134,手机,手机,3643.35,5,0.0,18216.75,2024-09-22,西南,已退款
ORD00295,CUST0105,充电宝,配件,160.82,1,0.2,128.66,2024-10-26,华北,已完成
ORD00296,CUST0161,平板,电脑,2887.38,5,0.2,11549.52,2024-10-02,华东,已完成
ORD00297,CUST0123,键盘,配件,286.92,4,0.0,1147.68,2024-11-29,东北,已完成
ORD00298,CUST0136,手机,手机,3649.95,5,0.2,14599.8,2024-03-04,西南,已完成
ORD00299,CUST0203,平板,电脑,3271.96,4,0.1,11779.06,2024-04-16,华南,处理中
ORD00300,CUST0068,充电宝,配件,160.82,5,0.15,683.48,2024-12-03,东北,已完成
ORD00301,CUST0154,显示器,电脑,2067.63,2,0.0,4135.26,2024-03-01,华南,已完成
ORD00302,CUST0235,充电宝,配件,160.49,5,0.0,802.45,2024-04-02,西南,处理中
ORD00303,CUST0162,平板,电脑,2937.16,2,0.15,4993.17,2024-11-02,华南,已退款
ORD00304,CUST0038,耳机,配件,426.12,2,,852.24,2024-12-21,西南,已完成
ORD00305,CUST0005,笔记本电脑,电脑,7478.78,1,0.05,7104.84,2024-04-02,西南,已完成
ORD00306,CUST0235,笔记本电脑,电脑,6629.51,4,0.05,25192.14,2024-01-03,西南,已完成
ORD00307,CUST0289,鼠标,配件,130.83,5,0.15,556.03,2024-10-11,西南,已完成
ORD00308,CUST0052,摄像头,配件,599.03,5,0.2,2396.12,2024-08-16,西南,已完成
ORD00309,CUST0038,充电宝,配件,137.7,3,0.1,371.79,2024-06-09,华北,已完成
ORD00310,CUST0276,显示器,电脑,2064.65,5,0.0,10323.25,2024-03-03,东北,已完成
ORD00311,CUST0110,充电宝,配件,151.4,4,0.0,605.6,2024-01-21,华北,已完成
ORD00312,CUST0260,显示器,电脑,2108.99,4,0.0,8435.96,2024-03-06,西南,处理中
ORD00313,CUST0136,耳机,配件,401.02,5,0.0,2005.1,2024-10-21,华北,已退款
ORD00314,CUST0068,耳机,配件,398.72,2,0.15,677.82,2024-04-15,华东,已完成
ORD00315,CUST0179,摄像头,配件,549.91,3,0.2,1319.78,2024-11-30,东北,已完成
ORD00316,CUST0036,键盘,配件,304.97,4,0.1,1097.89,2024-03-23,华南,已完成
ORD00317,CUST0126,平板,电脑,3162.86,3,0.2,7590.86,2024-02-14,华东,处理中
ORD00318,CUST0190,鼠标,配件,124.19,3,0.0,372.57,2024-10-14,东北,已完成
ORD00319,CUST0146,耳机,配件,425.52,4,0.0,1702.08,2024-05-11,东北,已完成
ORD00320,CUST0081,手机,手机,4188.74,2,0.05,7958.61,2024-01-18,华南,已完成
ORD00321,CUST0225,笔记本电脑,电脑,7427.12,2,0.0,14854.24,2024-02-13,华东,已完成
ORD00322,CUST0279,显示器,电脑,2096.53,4,0.0,8386.12,2024-03-04,东北,已退款
ORD00323,CUST0155,U盘,配件,53.27,5,0.1,239.72,2024-09-16,东北,已退款
ORD00324,CUST0271,笔记本电脑,电脑,6604.27,5,0.2,26417.08,2024-06-01,东北,已完成
ORD00325,CUST0005,耳机,配件,367.62,3,0.15,937.43,2024-07-05,华南,已完成
ORD00326,CUST0284,耳机,配件,376.19,5,0.15,1598.81,2024-10-05,华北,已完成
ORD00327,CUST0154,手机,手机,3818.68,3,0.0,11456.04,2024-03-28,西南,已完成
ORD00328,CUST0054,手机,手机,3925.72,5,0.0,19628.6,2024-08-04,华东,已完成
ORD00329,CUST0069,U盘,配件,52.56,2,0.1,94.61,2024-12-02,西南,已完成
ORD00330,CUST0136,笔记本电脑,电脑,6377.38,2,0.2,10203.81,2024-01-01,华北,已完成
ORD00331,CUST0060,摄像头,配件,603.01,2,0.0,1206.02,2024-05-07,西南,已退款
ORD00332,CUST0055,U盘,配件,50.96,5,0.15,216.58,2024-06-02,东北,已完成
ORD00333,CUST0284,笔记本电脑,电脑,6457.22,3,0.0,19371.66,2024-01-24,西南,已完成
ORD00334,CUST0080,耳机,配件,402.65,3,0.0,1207.95,2024-09-22,华北,已完成
ORD00335,CUST0140,笔记本电脑,电脑,6963.8,2,0.0,13927.6,2024-05-30,华北,已完成
ORD00336,CUST0145,显示器,电脑,1897.59,2,0.0,3795.18,2024-12-03,华北,已完成
ORD00337,CUST0108,摄像头,配件,572.37,5,0.0,2861.85,2024-09-30,华南,已完成
ORD00338,CUST0176,耳机,配件,421.69,5,0.0,2108.45,2024-08-15,华北,已完成
ORD00339,CUST0105,充电宝,配件,138.42,3,0.1,373.73,2024-03-12,华南,已完成
ORD00340,CUST0136,耳机,配件,397.02,1,0.0,397.02,2024-10-22,东北,已完成
ORD00341,CUST0259,笔记本电脑,电脑,6813.86,3,0.2,16353.26,2024-09-08,华北,已完成
ORD00342,CUST0251,平板,电脑,2883.94,5,0.05,13698.72,2024-12-21,华南,已完成
ORD00343,CUST0129,充电宝,配件,153.33,4,0.15,521.32,2024-06-09,东北,已完成
ORD00344,CUST0027,鼠标,配件,139.45,5,0.0,697.25,2024-09-24,西南,已退款
ORD00345,CUST0048,耳机,配件,361.88,5,0.0,1809.4,2024-06-29,华南,已完成
ORD00346,CUST0217,U盘,配件,51.35,4,0.0,205.4,2024-11-06,华北,已完成
ORD00347,CUST0142,键盘,配件,316.88,5,0.0,1584.4,2024-10-02,华北,已完成
ORD00348,CUST0023,U盘,配件,44.64,3,0.0,133.92,2024-09-18,东北,已完成
ORD00349,CUST0002,U盘,配件,53.09,4,,212.36,2024-04-17,东北,已完成
ORD00350,CUST0171,键盘,配件,309.26,1,0.0,309.26,2024-12-18,华北,已完成
ORD00351,CUST0067,耳机,配件,379.29,5,0.1,1706.81,2024-02-20,华东,处理中
ORD00352,CUST0135,鼠标,配件,126.03,1,0.1,113.43,2024-12-05,东北,已完成
ORD00353,CUST0083,平板,电脑,3082.34,1,0.1,2774.11,2024-01-23,华东,已完成
ORD00354,CUST0227,充电宝,配件,154.98,4,0.0,619.92,2024-05-01,东北,已完成
ORD00355,CUST0283,耳机,配件,431.17,2,0.0,862.34,2024-01-19,西南,已完成
ORD00356,CUST0219,显示器,电脑,2073.06,1,0.1,1865.75,2024-04-06,华东,已完成
ORD00357,CUST0288,鼠标,配件,129.9,1,0.0,129.9,2024-03-13,华东,已完成
ORD00358,CUST0005,鼠标,配件,122.2,2,0.1,219.96,2024-06-02,华东,已完成
ORD00359,CUST0058,笔记本电脑,电脑,6918.38,3,0.0,20755.14,2024-04-20,华南,已完成
ORD00360,CUST0039,充电宝,配件,134.33,2,0.0,268.66,2024-03-09,华南,已完成
ORD00361,CUST0077,U盘,配件,53.52,3,0.0,160.56,2024-11-04,华北,已完成
ORD00362,CUST0280,平板,电脑,3255.42,3,0.15,8301.32,2024-10-09,西南,已完成
ORD00363,CUST0019,显示器,电脑,2166.09,2,0.2,3465.74,2024-04-20,东北,已完成
ORD00364,CUST0190,充电宝,配件,143.07,1,0.0,143.07,2024-10-29,华东,已完成
ORD00365,CUST0299,摄像头,配件,651.27,3,0.1,1758.43,2024-07-02,华北,已完成
ORD00366,CUST0283,笔记本电脑,电脑,7358.28,2,0.0,14716.56,2024-05-22,华北,已完成
ORD00367,CUST0076,键盘,配件,286.89,5,0.0,1434.45,2024-03-06,华北,已完成
ORD00368,CUST0221,显示器,电脑,2142.69,1,0.0,2142.69,2024-11-14,华东,已完成
ORD00369,CUST0066,充电宝,配件,138.87,3,0.0,416.61,2024-08-04,东北,已完成
ORD00370,CUST0022,键盘,配件,295.34,4,0.1,1063.22,2024-02-08,华北,已退款
ORD00371,CUST0158,显示器,电脑,1925.91,1,0.0,1925.91,2024-10-08,东北,已完成
ORD00372,CUST0187,显示器,电脑,2123.84,5,0.1,9557.28,2024-05-10,华北,已完成
ORD00373,CUST0021,平板,电脑,3085.63,5,0.05,14656.74,2024-05-13,华东,已完成
ORD00374,CUST0184,鼠标,配件,136.46,2,0.0,272.92,2024-07-14,华东,已完成
ORD00375,CUST0108,显示器,电脑,1908.66,5,0.0,9543.3,2024-11-28,华北,已完成
ORD00376,CUST0128,平板,电脑,2747.14,4,0.0,10988.56,2024-03-24,西南,已完成
ORD00377,CUST0053,充电宝,配件,157.33,2,0.05,298.93,2024-07-23,华北,已退款
ORD00378,CUST0182,摄像头,配件,598.0,5,0.15,2541.5,2024-08-21,东北,已完成
ORD00379,CUST0287,耳机,配件,417.91,3,0.0,1253.73,2024-02-12,西南,已完成
ORD00380,CUST0209,耳机,配件,433.03,1,0.0,433.03,2024-05-10,西南,已退款
ORD00381,CUST0080,鼠标,配件,124.68,4,0.05,473.78,2024-12-12,华北,已完成
ORD00382,CUST0122,平板,电脑,2952.44,4,0.0,11809.76,2024-08-05,华北,已完成
ORD00383,CUST0084,摄像头,配件,649.14,4,0.0,2596.56,2024-12-21,华南,已完成
ORD00384,CUST0091,笔记本电脑,电脑,6439.63,3,0.05,18352.95,2024-03-14,西南,已完成
ORD00385,CUST0212,充电宝,配件,138.88,5,0.05,,2024-10-01,西南,已完成
ORD00386,CUST0013,显示器,电脑,1903.44,1,0.0,1903.44,2024-04-14,华东,已完成
ORD00387,CUST0092,显示器,电脑,1825.63,1,0.15,1551.79,2024-02-06,华东,已完成
ORD00388,CUST0171,充电宝,配件,146.64,3,0.1,395.93,2024-11-18,东北,已完成
ORD00389,CUST0211,充电宝,配件,155.83,2,0.1,280.49,2024-05-17,华南,处理中
ORD00390,CUST0128,平板,电脑,3027.63,5,0.15,12867.43,2024-11-20,东北,已完成
ORD00391,CUST0137,显示器,电脑,1929.74,4,0.2,6175.17,2024-12-22,西南,已完成
ORD00392,CUST0082,耳机,配件,414.58,2,0.15,704.79,2024-11-26,东北,已完成
ORD00393,CUST0056,鼠标,配件,135.76,3,0.15,346.19,2024-04-08,华北,已完成
ORD00394,CUST0196,耳机,配件,410.28,5,0.05,1948.83,2024-07-09,西南,已完成
ORD00395,CUST0020,键盘,配件,280.09,5,0.1,1260.4,2024-10-15,华东,已完成
ORD00396,CUST0241,手机,手机,3953.74,5,0.0,19768.7,2024-12-02,华北,已完成
ORD00397,CUST0114,摄像头,配件,615.9,2,0.0,1231.8,2024-11-27,华东,已完成
ORD00398,CUST0103,键盘,配件,269.28,2,0.0,538.56,2024-09-18,华东,已完成
ORD00399,CUST0236,手机,手机,3759.12,3,0.2,9021.89,2024-11-05,华东,已完成
ORD00400,CUST0180,充电宝,配件,143.21,4,0.0,572.84,2024-03-24,华东,已完成
ORD00401,CUST0157,耳机,配件,405.05,2,0.15,688.59,2024-08-02,东北,已完成
ORD00402,CUST0117,笔记本电脑,电脑,6454.24,1,0.2,5163.39,2024-03-19,东北,已完成
ORD00403,CUST0115,鼠标,配件,122.54,2,0.15,208.32,2024-06-10,华东,已完成
ORD00404,CUST0013,显示器,电脑,2084.38,2,0.2,3335.01,2024-08-10,西南,已完成
ORD00405,CUST0099,U盘,配件,51.62,5,0.1,232.29,2024-07-13,西南,已完成
ORD00406,CUST0205,U盘,配件,50.46,1,0.0,50.46,2024-01-14,华南,处理中
ORD00407,CUST0169,笔记本电脑,电脑,6481.2,4,0.2,20739.84,2024-11-05,华南,已退款
ORD00408,CUST0143,手机,手机,4074.19,1,0.2,3259.35,2024-05-06,华北,已完成
ORD00409,CUST0036,耳机,配件,391.84,4,0.05,1488.99,2024-02-09,东北,已完成
ORD00410,CUST0143,U盘,配件,53.31,3,0.1,143.94,2024-05-18,西南,已完成
ORD00411,CUST0180,充电宝,配件,147.55,5,0.0,737.75,2024-03-04,华南,已退款
ORD00412,CUST0261,耳机,配件,428.81,3,0.0,1286.43,2024-09-29,华南,已完成
ORD00413,CUST0205,摄像头,配件,555.09,2,0.2,888.14,2024-02-26,西南,已完成
ORD00414,CUST0275,耳机,配件,372.94,2,0.2,596.7,2024-12-16,西南,已完成
ORD00415,CUST0170,键盘,配件,304.56,5,0.15,1294.38,2024-10-07,华北,已完成
ORD00416,CUST0015,鼠标,配件,124.55,3,0.05,354.97,2024-07-27,西南,已完成
ORD00417,CUST0060,笔记本电脑,电脑,6693.56,1,0.0,6693.56,2024-02-03,西南,处理中
ORD00418,CUST0134,耳机,配件,365.84,3,0.05,1042.64,2024-06-17,西南,已完成
ORD00419,CUST0092,耳机,配件,388.43,4,0.0,1553.72,2024-11-23,华东,已完成
ORD00420,CUST0298,手机,手机,3913.82,2,0.15,6653.49,2024-02-15,华北,已完成
ORD00421,CUST0136,摄像头,配件,584.3,1,0.15,496.65,2024-07-04,华南,已完成
ORD00422,CUST0020,耳机,配件,425.71,2,0.15,,2024-06-19,西南,已完成
ORD00423,CUST0056,U盘,配件,49.69,3,0.2,119.26,2024-05-19,华北,已完成
ORD00424,CUST0223,耳机,配件,360.75,5,0.05,1713.56,2024-03-15,东北,已完成
ORD00425,CUST0177,显示器,电脑,1808.28,1,0.05,1717.87,2024-04-25,西南,已完成
ORD00426,CUST0161,耳机,配件,403.67,5,0.0,2018.35,2024-05-20,华北,已完成
ORD00427,CUST0224,充电宝,配件,152.34,3,0.0,457.02,2024-01-06,东北,已完成
ORD00428,CUST0262,键盘,配件,282.78,4,0.0,,2024-02-20,华南,已退款
ORD00429,CUST0060,鼠标,配件,118.4,5,0.2,473.6,2024-07-12,华北,已完成
ORD00430,CUST0198,显示器,电脑,1983.98,5,0.1,8927.91,2024-04-23,东北,已完成
ORD00431,CUST0296,摄像头,配件,570.46,3,0.0,1711.38,2024-07-12,西南,已完成
ORD00432,CUST0098,充电宝,配件,159.48,1,0.0,159.48,2024-02-23,华北,已完成
ORD00433,CUST0131,键盘,配件,272.08,3,0.05,775.43,2024-03-04,华南,已完成
ORD00434,CUST0023,鼠标,配件,132.04,5,0.0,660.2,2024-03-30,华东,已完成
ORD00435,CUST0224,鼠标,配件,131.59,2,0.15,223.7,2024-09-26,西南,已完成
ORD00436,CUST0001,键盘,配件,278.03,2,0.15,,2024-06-05,西南,已完成
ORD00437,CUST0267,充电宝,配件,162.65,5,0.0,813.25,2024-10-28,华南,已完成
ORD00438,CUST0276,摄像头,配件,559.48,1,0.2,447.58,2024-09-07,华北,已完成
ORD00439,CUST0101,摄像头,配件,607.06,5,0.2,2428.24,2024-02-18,华东,已完成
ORD00440,CUST0187,手机,手机,3610.39,2,0.0,7220.78,2024-09-27,华南,已完成
ORD00441,CUST0221,摄像头,配件,602.1,4,0.05,2287.98,2024-06-27,东北,处理中
ORD00442,CUST0036,键盘,配件,315.35,5,0.05,1497.91,2024-12-24,东北,已完成
ORD00443,CUST0170,耳机,配件,433.18,5,0.0,,2024-10-19,华东,处理中
ORD00444,CUST0161,键盘,配件,318.57,4,0.0,1274.28,2024-05-24,华南,处理中
ORD00445,CUST0064,键盘,配件,298.65,1,0.05,283.72,2024-10-09,东北,已完成
ORD00446,CUST0154,显示器,电脑,1888.85,3,0.0,5666.55,2024-05-18,西南,已完成
ORD00447,CUST0260,笔记本电脑,电脑,6583.46,2,0.0,13166.92,2024-11-07,东北,处理中
ORD00448,CUST0159,U盘,配件,53.37,2,0.05,101.4,2024-02-20,华北,已完成
ORD00449,CUST0210,耳机,配件,424.01,3,0.05,1208.43,2024-01-25,华东,已完成
ORD00450,CUST0168,平板,电脑,2858.77,3,0.2,6861.05,2024-03-28,华东,处理中
ORD00451,CUST0207,笔记本电脑,电脑,7343.97,3,0.0,22031.91,2024-06-11,华南,已完成
ORD00452,CUST0152,鼠标,配件,125.96,3,0.0,377.88,2024-07-18,东北,已完成
ORD00453,CUST0284,充电宝,配件,146.95,2,0.2,235.12,2024-04-02,华南,已完成
ORD00454,CUST0066,U盘,配件,46.12,5,0.0,230.6,2024-06-25,西南,已完成
ORD00455,CUST0099,U盘,配件,46.21,5,0.1,207.95,2024-12-13,华东,已完成
ORD00456,CUST0216,显示器,电脑,2128.57,4,0.1,7662.85,2024-09-29,华南,已完成
ORD00457,CUST0195,鼠标,配件,134.85,5,0.0,674.25,2024-10-09,华南,已完成
ORD00458,CUST0090,平板,电脑,2812.68,1,0.1,2531.41,2024-10-31,西南,已完成
ORD00459,CUST0292,耳机,配件,373.49,1,0.0,373.49,2024-07-25,华北,已退款
ORD00460,CUST0155,键盘,配件,316.49,3,0.05,902.0,2024-09-01,西南,已完成
ORD00461,CUST0208,耳机,配件,361.4,4,0.2,1156.48,2024-10-30,西南,处理中
ORD00462,CUST0281,显示器,电脑,2189.36,2,0.15,3721.91,2024-03-06,西南,已完成
ORD00463,CUST0001,U盘,配件,46.41,5,,185.64,2024-05-12,东北,已退款
ORD00464,CUST0156,耳机,配件,395.09,5,0.0,1975.45,2024-01-05,华东,已退款
ORD00465,CUST0147,摄像头,配件,568.85,2,0.0,1137.7,2024-12-17,东北,已完成
ORD00466,CUST0108,充电宝,配件,151.47,1,0.1,136.32,2024-09-19,东北,已完成
ORD00467,CUST0221,键盘,配件,307.8,3,0.15,784.89,2024-03-20,东北,已完成
ORD00468,CUST0297,鼠标,配件,118.31,4,0.0,473.24,2024-12-02,华南,已完成
ORD00469,CUST0165,摄像头,配件,595.27,1,0.2,476.22,2024-03-05,华东,已完成
ORD00470,CUST0239,摄像头,配件,643.5,4,0.0,2574.0,2024-03-14,华南,已完成
ORD00471,CUST0227,摄像头,配件,655.83,3,0.1,1770.74,2024-07-12,东北,已完成
ORD00472,CUST0227,平板,电脑,2937.55,5,0.05,13953.36,2024-10-17,东北,已完成
ORD00473,CUST0110,键盘,配件,281.79,3,0.05,803.1,2024-05-16,华南,已完成
ORD00474,CUST0262,平板,电脑,2929.12,1,0.1,2636.21,2024-01-28,东北,已完成
ORD00475,CUST0243,平板,电脑,2952.99,5,0.05,14026.7,2024-11-23,东北,已完成
ORD00476,CUST0087,充电宝,配件,151.9,3,0.0,455.7,2024-07-08,西南,已完成
ORD00477,CUST0044,摄像头,配件,547.85,5,0.1,2465.33,2024-12-28,华北,已退款
ORD00478,CUST0146,平板,电脑,3033.19,5,0.0,15165.95,2024-05-07,华北,已完成
ORD00479,CUST0264,充电宝,配件,135.65,4,0.1,488.34,2024-12-13,华北,已完成
ORD00480,CUST0172,笔记本电脑,电脑,7602.4,4,0.0,30409.6,2024-11-07,华东,处理中
ORD00481,CUST0048,充电宝,配件,148.13,1,0.05,140.72,2024-08-02,华东,已完成
ORD00482,CUST0121,笔记本电脑,电脑,6795.05,3,0.05,19365.89,2024-12-27,华北,已完成
ORD00483,CUST0159,手机,手机,4084.08,2,0.0,8168.16,2024-08-22,华北,已完成
ORD00484,CUST0116,笔记本电脑,电脑,7238.07,3,0.0,21714.21,2024-04-03,西南,已完成
ORD00485,CUST0102,笔记本电脑,电脑,7422.09,5,0.0,37110.45,2024-08-12,西南,已完成
ORD00486,CUST0076,显示器,电脑,2082.78,1,0.2,1666.22,2024-06-30,华南,已完成
ORD00487,CUST0013,平板,电脑,3184.85,1,0.15,2707.12,2024-08-27,华东,已完成
ORD00488,CUST0024,耳机,配件,359.53,2,0.1,647.15,2024-09-14,华东,已完成
ORD00489,CUST0126,手机,手机,4002.63,5,0.05,19012.49,2024-05-26,华北,处理中
ORD00490,CUST0244,平板,电脑,2927.59,5,0.2,11710.36,2024-05-21,华东,已完成
ORD00491,CUST0038,笔记本电脑,电脑,7667.44,1,0.05,7284.07,2024-08-07,西南,已完成
ORD00492,CUST0234,耳机,配件,412.67,1,0.1,371.4,2024-09-23,西南,处理中
ORD00493,CUST0213,充电宝,配件,138.04,2,,220.86,2024-04-27,华北,已完成
ORD00494,CUST0295,摄像头,配件,645.99,2,0.0,1291.98,2024-06-05,华北,已完成
ORD00495,CUST0100,键盘,配件,271.56,4,0.1,977.62,2024-11-21,东北,已完成
ORD00496,CUST0197,笔记本电脑,电脑,6550.19,1,0.15,5567.66,2024-02-14,华南,已完成
ORD00497,CUST0254,U盘,配件,45.76,2,0.0,,2024-06-05,华北,已完成
ORD00498,CUST0205,U盘,配件,48.93,5,0.0,244.65,2024-07-27,华北,已退款
ORD00499,CUST0125,摄像头,配件,579.73,4,0.15,1971.08,2024-06-09,华北,已完成
ORD00500,CUST0076,摄像头,配件,595.18,1,0.15,505.9,2024-02-16,西南,处理中
ORD00501,CUST0003,笔记本电脑,电脑,6424.59,2,0.0,12849.18,2024-11-20,华南,已完成
ORD00502,CUST0055,笔记本电脑,电脑,7293.32,1,0.15,6199.32,2024-02-10,东北,已完成
ORD00503,CUST0218,充电宝,配件,147.0,4,0.15,499.8,2024-02-09,华北,处理中
ORD00504,CUST0113,充电宝,配件,141.86,3,0.1,383.02,2024-05-02,华东,处理中
ORD00505,CUST0091,显示器,电脑,1924.35,1,0.2,1539.48,2024-02-17,华南,已退款
ORD00506,CUST0266,笔记本电脑,电脑,7668.83,1,0.05,7285.39,2024-03-25,华北,已完成
ORD00507,CUST0238,笔记本电脑,电脑,6997.9,1,0.0,6997.9,2024-10-21,西南,已完成
ORD00508,CUST0026,充电宝,配件,163.11,1,0.1,146.8,2024-01-30,西南,已完成
ORD00509,CUST0286,鼠标,配件,123.35,2,0.1,222.03,2024-02-13,华东,已完成
ORD00510,CUST0128,充电宝,配件,144.85,3,0.05,412.82,2024-05-26,东北,已完成
ORD00511,CUST0063,鼠标,配件,127.2,5,0.0,636.0,2024-10-10,东北,已完成
ORD00512,CUST0234,笔记本电脑,电脑,7562.83,1,0.1,6806.55,2024-09-09,华东,已完成
ORD00513,CUST0069,充电宝,配件,141.94,5,0.0,709.7,2024-01-06,华东,已完成
ORD00514,CUST0238,显示器,电脑,2130.77,2,0.2,3409.23,2024-08-05,华南,已完成
ORD00515,CUST0272,平板,电脑,3254.94,3,0.05,9276.58,2024-12-12,西南,已完成
ORD00516,CUST0287,手机,手机,4012.57,4,0.0,16050.28,2024-09-17,西南,已完成
ORD00517,CUST0163,手机,手机,3947.63,4,0.0,15790.52,2024-03-10,华南,已退款
ORD00518,CUST0227,充电宝,配件,139.02,4,0.05,528.28,2024-09-02,华东,已完成
ORD00519,CUST0259,平板,电脑,3141.07,4,0.0,12564.28,2024-09-11,华东,已完成
ORD00520,CUST0219,耳机,配件,398.3,4,0.1,1433.88,2024-09-20,华东,已完成
ORD00521,CUST0281,耳机,配件,434.91,3,0.0,1304.73,2024-12-16,西南,已完成
ORD00522,CUST0229,U盘,配件,49.55,1,0.15,42.12,2024-12-12,东北,已完成
ORD00523,CUST0082,充电宝,配件,161.6,4,0.2,517.12,2024-09-29,华东,已完成
ORD00524,CUST0244,鼠标,配件,132.53,1,0.1,119.28,2024-12-23,华北,已完成
ORD00525,CUST0231,键盘,配件,295.41,5,0.2,1181.64,2024-03-04,东北,已完成
ORD00526,CUST0133,鼠标,配件,120.97,1,0.2,96.78,2024-07-26,华北,已退款
ORD00527,CUST0127,显示器,电脑,1820.92,5,0.05,8649.37,2024-01-08,华北,处理中
ORD00528,CUST0142,手机,手机,3745.58,1,0.0,3745.58,2024-11-11,华东,已完成
ORD00529,CUST0267,键盘,配件,297.22,5,0.05,1411.8,2024-04-07,华北,已完成
ORD00530,CUST0249,显示器,电脑,1864.49,1,0.15,1584.82,2024-01-04,华东,已完成
ORD00531,CUST0123,摄像头,配件,595.06,1,0.15,505.8,2024-08-05,华北,已完成
ORD00532,CUST0141,U盘,配件,45.24,3,,135.72,2024-12-25,华南,已完成
ORD00533,CUST0226,耳机,配件,430.53,5,0.0,2152.65,2024-09-30,西南,已完成
ORD00534,CUST0040,耳机,配件,398.59,1,0.0,398.59,2024-06-25,东北,已完成
ORD00535,CUST0147,鼠标,配件,127.49,3,0.2,305.98,2024-05-05,东北,处理中
ORD00536,CUST0121,手机,手机,4389.96,3,0.0,13169.88,2024-12-04,华北,已退款
ORD00537,CUST0140,笔记本电脑,电脑,7084.18,5,0.1,31878.81,2024-09-27,华南,已完成
ORD00538,CUST0172,手机,手机,3965.22,1,0.2,3172.18,2024-12-16,华东,已完成
ORD00539,CUST0164,显示器,电脑,1844.07,3,0.15,4702.38,2024-11-07,东北,已完成
ORD00540,CUST0277,显示器,电脑,2086.86,4,0.2,6677.95,2024-01-22,西南,已完成
ORD00541,CUST0042,显示器,电脑,1858.29,4,,7433.16,2024-11-06,华东,已完成
ORD00542,CUST0071,充电宝,配件,144.52,4,0.2,462.46,2024-08-17,华东,已完成
ORD00543,CUST0078,摄像头,配件,563.51,1,0.0,563.51,2024-03-27,东北,已完成
ORD00544,CUST0119,笔记本电脑,电脑,6696.81,4,0.15,22769.15,2024-12-11,西南,已退款
ORD00545,CUST0197,笔记本电脑,电脑,7467.87,2,0.0,14935.74,2024-09-25,东北,已完成
ORD00546,CUST0079,平板,电脑,3148.91,5,0.05,14957.32,2024-04-25,华南,已完成
ORD00547,CUST0110,手机,手机,4256.99,2,0.1,7662.58,2024-03-30,华南,已完成
ORD00548,CUST0033,摄像头,配件,606.58,2,0.0,1213.16,2024-02-08,东北,已完成
ORD00549,CUST0213,显示器,电脑,2064.22,4,0.05,7844.04,2024-07-06,东北,已完成
ORD00550,CUST0209,键盘,配件,281.8,5,0.1,1268.1,2024-03-09,华东,已退款
ORD00551,CUST0170,U盘,配件,53.88,3,0.1,145.48,2024-09-20,华北,处理中
ORD00552,CUST0278,手机,手机,3602.4,2,0.05,6844.56,2024-06-29,西南,已退款
ORD00553,CUST0239,充电宝,配件,156.95,3,,470.85,2024-01-27,西南,已完成
ORD00554,CUST0213,笔记本电脑,电脑,6551.86,3,0.0,19655.58,2024-08-04,西南,已完成
ORD00555,CUST0032,耳机,配件,432.55,1,0.15,367.67,2024-09-10,华北,已完成
ORD00556,CUST0106,耳机,配件,378.74,5,0.0,1893.7,2024-07-13,东北,已完成
ORD00557,CUST0216,U盘,配件,48.98,5,0.0,244.9,2024-03-28,华北,已完成
ORD00558,CUST0200,摄像头,配件,550.4,2,0.1,990.72,2024-07-10,华东,已完成
ORD00559,CUST0300,鼠标,配件,124.58,1,0.2,99.66,2024-02-27,东北,已完成
ORD00560,CUST0011,笔记本电脑,电脑,6697.04,1,0.15,5692.48,2024-06-22,华南,处理中
ORD00561,CUST0295,手机,手机,4383.97,1,0.0,4383.97,2024-12-13,华北,已完成
ORD00562,CUST0195,鼠标,配件,119.25,5,0.05,566.44,2024-05-07,华北,已完成
ORD00563,CUST0245,充电宝,配件,145.23,5,0.15,617.23,2024-10-03,西南,已完成
ORD00564,CUST0004,U盘,配件,53.21,4,0.0,212.84,2024-03-01,华东,已完成
ORD00565,CUST0181,笔记本电脑,电脑,6447.58,5,0.0,32237.9,2024-05-28,华北,已退款
ORD00566,CUST0153,平板,电脑,2893.16,5,0.1,13019.22,2024-06-02,东北,处理中
ORD00567,CUST0200,键盘,配件,270.83,1,0.0,270.83,2024-09-04,东北,已完成
ORD00568,CUST0215,笔记本电脑,电脑,6943.33,3,0.1,18746.99,2024-05-30,华南,已完成
ORD00569,CUST0276,耳机,配件,415.57,2,0.1,748.03,2024-05-15,华北,已完成
ORD00570,CUST0280,U盘,配件,48.8,3,0.05,139.08,2024-04-19,华东,处理中
ORD00571,CUST0113,平板,电脑,3075.99,2,0.2,4921.58,2024-01-02,华南,已完成
ORD00572,CUST0250,显示器,电脑,1906.77,4,0.0,7627.08,2024-11-19,华南,已退款
ORD00573,CUST0113,手机,手机,4125.37,5,0.2,16501.48,2024-10-18,西南,已完成
