order_id,customer_id,product,category,unit_price,quantity,discount,order_date,region,status,amount
ORD10500,CUST1322,产品E,图书,223.28,5,0.0,2023-01-21 20:00:00,西南,处理中,1116.4
ORD10501,CUST1871,产品A,食品,461.14,1,0.0,2023-01-21 21:00:00,华东,已取消,461.14
ORD10502,CUST1685,产品C,图书,179.06,2,0.0,2023-01-21 22:00:00,华东,已完成,358.12
ORD10503,CUST1791,产品E,食品,36.82,8,0.0,2023-01-21 23:00:00,西北,已完成,294.56
ORD10504,CUST1625,产品E,食品,110.08,1,0.0,2023-01-22 00:00:00,西南,已完成,110.08
ORD10505,CUST1287,产品C,家居,215.16,3,0.0,2023-01-22 01:00:00,华北,已完成,645.48
ORD10506,CUST1942,产品E,食品,117.62,2,0.15,2023-01-22 02:00:00,华东,已退款,199.95
ORD10507,CUST1853,产品A,食品,10.11,5,0.1,2023-01-22 03:00:00,华南,已完成,45.5
ORD10508,CUST1662,产品A,服装,458.35,4,0.0,2023-01-22 04:00:00,华中,已完成,1833.4
ORD10509,CUST1961,产品C,电子,423.5,7,0.0,2023-01-22 05:00:00,东北,处理中,2964.5
ORD10510,CUST1638,产品D,家居,373.72,5,0.1,2023-01-22 06:00:00,东北,处理中,1681.74
ORD10511,CUST1154,产品B,家居,92.23,8,0.1,2023-01-22 07:00:00,西北,已退款,664.06
ORD10512,CUST1489,产品D,家居,68.98,4,0.0,2023-01-22 08:00:00,华东,已完成,275.92
ORD10513,CUST1385,产品E,服装,43.13,6,0.1,2023-01-22 09:00:00,华中,已完成,232.9
ORD10514,CUST1985,产品B,食品,364.77,4,0.25,2023-01-22 10:00:00,华中,已完成,1094.31
ORD10515,CUST1784,产品C,电子,465.12,2,0.0,2023-01-22 11:00:00,华东,已完成,930.24
ORD10516,CUST1103,产品C,图书,220.96,1,0.0,2023-01-22 12:00:00,华北,已完成,220.96
ORD10517,CUST1928,产品B,食品,68.38,1,0.0,2023-01-22 13:00:00,华北,已完成,68.38
ORD10518,CUST1392,产品A,服装,261.07,8,0.1,2023-01-22 14:00:00,西北,已完成,1879.7
ORD10519,CUST1810,产品B,食品,180.93,4,0.0,2023-01-22 15:00:00,华北,处理中,723.72
ORD10520,CUST1245,产品E,食品,193.66,5,0.0,2023-01-22 16:00:00,西北,已完成,968.3
ORD10521,CUST1175,产品A,服装,314.45,8,0.0,2023-01-22 17:00:00,华南,处理中,2515.6
ORD10522,CUST1038,产品C,家居,362.17,7,0.25,2023-01-22 18:00:00,华东,已完成,1901.39
ORD10523,CUST1476,产品B,家居,64.2,8,0.15,2023-01-22 19:00:00,华中,处理中,436.56
ORD10524,CUST1681,产品D,电子,27.44,8,0.1,2023-01-22 20:00:00,西北,已完成,197.57
ORD10525,CUST1758,产品D,电子,497.22,6,0.15,2023-01-22 21:00:00,东北,处理中,2535.82
ORD10526,CUST1537,产品E,家居,124.04,2,0.0,2023-01-22 22:00:00,华北,已完成,248.08
ORD10527,CUST1866,产品D,图书,36.38,6,0.2,2023-01-22 23:00:00,东北,已完成,174.62
ORD10528,CUST1817,产品B,食品,103.04,1,0.1,2023-01-23 00:00:00,西北,处理中,92.74
ORD10529,CUST1920,产品B,图书,29.09,1,0.0,2023-01-23 01:00:00,西南,已完成,29.09
ORD10530,CUST1407,产品D,食品,201.99,3,0.15,2023-01-23 02:00:00,西北,已完成,515.07
ORD10531,CUST1524,产品B,家居,403.18,3,0.15,2023-01-23 03:00:00,华北,处理中,1028.11
ORD10532,CUST1827,产品E,电子,177.21,5,0.15,2023-01-23 04:00:00,西南,处理中,753.14
ORD10533,CUST1505,产品A,电子,227.65,1,0.0,2023-01-23 05:00:00,西南,已完成,227.65
ORD10534,CUST1902,产品E,图书,341.04,6,0.25,2023-01-23 06:00:00,华北,已完成,1534.68
ORD10535,CUST1824,产品E,电子,259.36,7,0.25,2023-01-23 07:00:00,西南,已完成,1361.64
ORD10536,CUST1035,产品B,家居,432.11,3,0.0,2023-01-23 08:00:00,华东,已完成,1296.33
ORD10537,CUST1684,产品A,图书,434.36,4,0.0,2023-01-23 09:00:00,华中,已退款,
ORD10538,CUST1019,产品B,食品,14.86,3,0.0,2023-01-23 10:00:00,东北,已完成,44.58
ORD10539,CUST1320,产品C,电子,391.24,1,0.25,2023-01-23 11:00:00,华东,已完成,293.43
ORD10540,CUST1775,产品B,服装,235.76,8,0.1,2023-01-23 12:00:00,华东,已退款,1697.47
ORD10541,CUST1511,产品B,电子,494.53,2,0.0,2023-01-23 13:00:00,华北,已完成,989.06
ORD10542,CUST1399,产品B,食品,246.78,1,0.0,2023-01-23 14:00:00,华北,已完成,246.78
ORD10543,CUST1653,产品A,图书,493.58,8,0.0,2023-01-23 15:00:00,东北,已完成,3948.64
ORD10544,CUST1971,产品B,食品,379.74,7,0.1,2023-01-23 16:00:00,华中,已完成,2392.36
ORD10545,CUST1882,产品A,服装,131.82,7,0.0,2023-01-23 17:00:00,西北,已完成,922.74
ORD10546,CUST1470,产品D,家居,273.81,4,0.25,2023-01-23 18:00:00,华东,已完成,821.43
ORD10547,CUST1142,产品C,电子,496.15,9,,2023-01-23 19:00:00,西南,已完成,4018.81
ORD10548,CUST1091,产品A,图书,430.19,6,0.15,2023-01-23 20:00:00,华中,已完成,2193.97
ORD10549,CUST1353,产品D,家居,57.71,2,0.0,2023-01-23 21:00:00,华东,已完成,115.42
ORD10550,CUST1833,产品A,食品,356.12,1,0.0,2023-01-23 22:00:00,西北,已完成,356.12
ORD10551,CUST1799,产品A,图书,179.33,1,0.0,2023-01-23 23:00:00,西南,已完成,179.33
ORD10552,CUST1726,产品C,家居,13.42,9,0.0,2023-01-24 00:00:00,华东,已完成,120.78
ORD10553,CUST1958,产品E,图书,207.71,4,0.0,2023-01-24 01:00:00,华南,已完成,830.84
ORD10554,CUST1853,产品E,服装,125.03,5,0.25,2023-01-24 02:00:00,东北,已完成,
ORD10555,CUST1050,产品A,服装,411.25,3,0.0,2023-01-24 03:00:00,华中,已完成,1233.75
ORD10556,CUST1664,产品B,电子,175.29,4,0.0,2023-01-24 04:00:00,东北,已完成,701.16
ORD10557,CUST1697,产品D,电子,415.49,8,0.0,2023-01-24 05:00:00,华北,处理中,3323.92
ORD10558,CUST1574,产品B,服装,10.29,4,0.0,2023-01-24 06:00:00,华东,已完成,41.16
ORD10559,CUST1189,产品B,图书,160.83,9,0.25,2023-01-24 07:00:00,西南,处理中,1085.6
ORD10560,CUST1124,产品A,服装,128.17,9,0.0,2023-01-24 08:00:00,西南,处理中,1153.53
ORD10561,CUST1149,产品A,电子,124.45,6,0.0,2023-01-24 09:00:00,华中,已完成,746.7
ORD10562,CUST1313,产品A,服装,43.41,2,0.1,2023-01-24 10:00:00,华中,已完成,78.14
ORD10563,CUST1569,产品A,服装,101.69,7,0.0,2023-01-24 11:00:00,东北,已退款,711.83
ORD10564,CUST1341,产品E,图书,282.22,9,0.0,2023-01-24 12:00:00,西南,已完成,2539.98
ORD10565,CUST1304,产品A,家居,152.77,6,0.0,2023-01-24 13:00:00,西南,处理中,916.62
ORD10566,CUST1691,产品E,电子,214.52,3,0.0,2023-01-24 14:00:00,西南,已完成,643.56
ORD10567,CUST1681,产品E,图书,194.66,7,0.0,2023-01-24 15:00:00,华东,已完成,1362.62
ORD10568,CUST1837,产品A,服装,439.19,5,0.0,2023-01-24 16:00:00,西南,已完成,2195.95
ORD10569,CUST1782,产品C,服装,453.6,1,0.15,2023-01-24 17:00:00,华北,已完成,385.56
ORD10570,CUST1053,产品D,家居,251.55,3,0.0,2023-01-24 18:00:00,西南,已完成,754.65
ORD10571,CUST1443,产品B,电子,171.78,5,0.15,2023-01-24 19:00:00,华北,已完成,730.06
ORD10572,CUST1612,产品E,电子,62.33,7,0.15,2023-01-24 20:00:00,华东,已取消,370.86
ORD10573,CUST1992,产品D,食品,477.17,3,0.1,2023-01-24 21:00:00,华中,处理中,1288.36
ORD10574,CUST1263,产品C,电子,39.51,6,0.0,2023-01-24 22:00:00,华北,已完成,237.06
ORD10575,CUST1052,产品B,家居,155.85,5,0.0,2023-01-24 23:00:00,华东,处理中,779.25
ORD10576,CUST1571,产品B,食品,156.05,1,0.15,2023-01-25 00:00:00,西南,处理中,132.64
ORD10577,CUST1619,产品E,食品,167.0,6,0.1,2023-01-25 01:00:00,华东,已取消,901.8
ORD10578,CUST1004,产品A,服装,90.5,8,0.1,2023-01-25 02:00:00,西南,已完成,651.6
ORD10579,CUST1102,产品C,服装,393.75,1,0.0,2023-01-25 03:00:00,东北,处理中,393.75
ORD10580,CUST1195,产品E,电子,70.02,2,0.2,2023-01-25 04:00:00,华东,已完成,112.03
ORD10581,CUST1773,产品C,食品,321.1,4,0.0,2023-01-25 05:00:00,华中,已完成,1284.4
ORD10582,CUST1876,产品A,服装,70.68,2,0.0,2023-01-25 06:00:00,华北,已退款,141.36
ORD10583,CUST1991,产品A,家居,44.56,9,0.0,2023-01-25 07:00:00,东北,已完成,401.04
ORD10584,CUST1883,产品E,服装,455.62,8,0.0,2023-01-25 08:00:00,华中,已完成,3644.96
ORD10585,CUST1349,产品A,服装,103.16,8,0.0,2023-01-25 09:00:00,华南,处理中,825.28
ORD10586,CUST1046,产品D,食品,412.41,4,0.15,2023-01-25 10:00:00,西南,已完成,1402.19
ORD10587,CUST1866,产品B,食品,276.87,5,0.15,2023-01-25 11:00:00,华北,处理中,1176.7
ORD10588,CUST1822,产品E,图书,48.15,4,0.2,2023-01-25 12:00:00,华中,处理中,154.08
ORD10589,CUST1935,产品C,家居,478.17,9,0.0,2023-01-25 13:00:00,华北,已完成,4303.53
ORD10590,CUST1819,产品D,食品,131.01,2,0.1,2023-01-25 14:00:00,华南,已完成,235.82
ORD10591,CUST1655,产品E,电子,431.23,8,0.0,2023-01-25 15:00:00,西北,处理中,3449.84
ORD10592,CUST1268,产品A,家居,92.72,2,0.0,2023-01-25 16:00:00,西南,已完成,185.44
ORD10593,CUST1369,产品A,家居,428.43,1,0.0,2023-01-25 17:00:00,西南,已取消,428.43
ORD10594,CUST1635,产品A,食品,16.48,3,0.0,2023-01-25 18:00:00,华东,处理中,49.44
ORD10595,CUST1105,产品A,家居,260.77,9,0.0,2023-01-25 19:00:00,西南,已完成,2346.93
ORD10596,CUST1669,产品C,食品,387.03,3,0.0,2023-01-25 20:00:00,西南,已完成,1161.09
ORD10597,CUST1658,产品D,服装,468.05,9,0.1,2023-01-25 21:00:00,华中,已取消,3791.2
ORD10598,CUST1656,产品B,图书,455.51,7,0.2,2023-01-25 22:00:00,东北,已完成,2550.86
ORD10599,CUST1119,产品C,服装,411.62,1,0.0,2023-01-25 23:00:00,西南,已完成,411.62
ORD10600,CUST1830,产品C,食品,445.21,5,0.25,2023-01-26 00:00:00,西南,处理中,1669.54
ORD10601,CUST1786,产品B,食品,107.62,9,0.15,2023-01-26 01:00:00,华南,处理中,823.29
ORD10602,CUST1603,产品B,服装,149.25,3,0.1,2023-01-26 02:00:00,东北,已完成,402.98
ORD10603,CUST1057,产品A,电子,151.59,9,0.1,2023-01-26 03:00:00,华南,已完成,1227.88
ORD10604,CUST1950,产品C,电子,194.76,5,0.0,2023-01-26 04:00:00,华北,已完成,973.8
ORD10605,CUST1345,产品E,电子,202.73,9,0.15,2023-01-26 05:00:00,华北,处理中,1550.88
ORD10606,CUST1740,产品B,食品,276.83,6,0.1,2023-01-26 06:00:00,西南,处理中,1494.88
ORD10607,CUST1473,产品B,家居,88.34,9,0.25,2023-01-26 07:00:00,西南,已退款,596.3
ORD10608,CUST1116,产品D,食品,348.71,7,0.1,2023-01-26 08:00:00,华东,已完成,2196.87
ORD10609,CUST1829,产品E,家居,92.11,7,0.15,2023-01-26 09:00:00,华北,处理中,548.05
ORD10610,CUST1790,产品E,服装,162.05,8,0.15,2023-01-26 10:00:00,华中,已退款,1101.94
ORD10611,CUST1126,产品B,图书,256.64,7,0.0,2023-01-26 11:00:00,西南,已完成,1796.48
ORD10612,CUST1392,产品A,家居,400.26,9,0.0,2023-01-26 12:00:00,华中,已完成,3602.34
ORD10613,CUST1907,产品D,电子,372.34,9,0.0,2023-01-26 13:00:00,西南,处理中,
ORD10614,CUST1640,产品E,食品,326.31,6,0.0,2023-01-26 14:00:00,华中,已完成,1957.86
ORD10615,CUST1057,产品B,服装,86.33,7,0.0,2023-01-26 15:00:00,西北,已完成,604.31
ORD10616,CUST1633,产品E,电子,278.05,2,0.2,2023-01-26 16:00:00,华中,已完成,444.88
ORD10617,CUST1512,产品D,服装,52.85,9,0.1,2023-01-26 17:00:00,东北,已完成,428.08
ORD10618,CUST1750,产品D,图书,194.91,1,0.25,2023-01-26 18:00:00,华北,已完成,146.18
ORD10619,CUST1801,产品C,食品,212.62,1,0.15,2023-01-26 19:00:00,西南,已完成,180.73
ORD10620,CUST1095,产品B,食品,29.51,3,0.1,2023-01-26 20:00:00,华北,已退款,79.68
ORD10621,CUST1637,产品D,图书,144.25,6,0.2,2023-01-26 21:00:00,东北,处理中,692.4
ORD10622,CUST1117,产品C,食品,478.27,5,0.1,2023-01-26 22:00:00,东北,处理中,2152.22
ORD10623,CUST1559,产品C,家居,477.28,2,0.2,2023-01-26 23:00:00,华中,已完成,763.65
ORD10624,CUST1600,产品E,服装,182.64,9,0.0,2023-01-27 00:00:00,华南,处理中,1643.76
ORD10625,CUST1487,产品E,电子,31.12,4,0.0,2023-01-27 01:00:00,华南,处理中,124.48
ORD10626,CUST1236,产品C,图书,97.76,4,0.0,2023-01-27 02:00:00,东北,已完成,391.04
ORD10627,CUST1884,产品E,家居,202.19,5,0.1,2023-01-27 03:00:00,华南,已完成,909.86
ORD10628,CUST1896,产品D,电子,474.41,8,0.1,2023-01-27 04:00:00,西南,已完成,3415.75
ORD10629,CUST1271,产品A,电子,79.19,4,0.0,2023-01-27 05:00:00,华东,处理中,316.76
ORD10630,CUST1188,产品D,图书,384.12,5,0.0,2023-01-27 06:00:00,西北,已完成,1920.6
ORD10631,CUST1998,产品C,家居,63.25,4,0.2,2023-01-27 07:00:00,华中,处理中,202.4
ORD10632,CUST1703,产品C,电子,490.82,6,0.1,2023-01-27 08:00:00,华东,已完成,2650.43
ORD10633,CUST1446,产品D,电子,196.99,3,0.0,2023-01-27 09:00:00,华南,已完成,590.97
ORD10634,CUST1580,产品E,家居,389.86,8,0.1,2023-01-27 10:00:00,华中,处理中,2806.99
ORD10635,CUST1789,产品E,食品,177.87,6,,2023-01-27 11:00:00,华东,已完成,907.14
ORD10636,CUST1860,产品C,电子,317.56,5,0.25,2023-01-27 12:00:00,华北,已完成,1190.85
ORD10637,CUST1246,产品B,服装,104.09,2,0.0,2023-01-27 13:00:00,华南,已退款,208.18
ORD10638,CUST1962,产品E,家居,81.55,7,0.0,2023-01-27 14:00:00,华东,处理中,570.85
ORD10639,CUST1075,产品D,电子,469.65,2,0.0,2023-01-27 15:00:00,西南,已完成,939.3
ORD10640,CUST1153,产品E,图书,459.65,1,0.0,2023-01-27 16:00:00,华北,已完成,459.65
ORD10641,CUST1655,产品D,服装,444.86,7,0.2,2023-01-27 17:00:00,华南,已完成,2491.22
ORD10642,CUST1434,产品C,电子,316.46,5,0.0,2023-01-27 18:00:00,西北,处理中,1582.3
ORD10643,CUST1996,产品E,服装,406.05,1,,2023-01-27 19:00:00,东北,已完成,304.54
ORD10644,CUST1085,产品D,服装,43.83,4,0.0,2023-01-27 20:00:00,华南,已完成,175.32
ORD10645,CUST1696,产品C,食品,174.05,4,0.25,2023-01-27 21:00:00,西南,已完成,522.15
ORD10646,CUST1284,产品B,服装,163.71,7,0.0,2023-01-27 22:00:00,西北,处理中,1145.97
ORD10647,CUST1973,产品D,食品,321.47,9,0.2,2023-01-27 23:00:00,西北,处理中,2314.58
ORD10648,CUST1219,产品B,家居,184.42,2,0.2,2023-01-28 00:00:00,西北,已退款,295.07
ORD10649,CUST1068,产品B,食品,82.77,1,0.25,2023-01-28 01:00:00,华中,已完成,62.08
ORD10650,CUST1046,产品A,图书,302.27,2,,2023-01-28 02:00:00,华中,处理中,604.54
ORD10651,CUST1093,产品E,电子,409.05,7,0.0,2023-01-28 03:00:00,东北,已完成,2863.35
ORD10652,CUST1749,产品D,家居,197.24,6,0.1,2023-01-28 04:00:00,西北,已完成,1065.1
ORD10653,CUST1957,产品B,家居,74.81,4,0.0,2023-01-28 05:00:00,东北,处理中,299.24
ORD10654,CUST1452,产品A,图书,106.38,1,0.0,2023-01-28 06:00:00,华北,已完成,106.38
ORD10655,CUST1203,产品C,食品,126.37,1,0.0,2023-01-28 07:00:00,西北,已完成,126.37
ORD10656,CUST1911,产品D,电子,156.95,5,0.1,2023-01-28 08:00:00,华东,处理中,706.28
ORD10657,CUST1217,产品B,食品,324.97,1,0.1,2023-01-28 09:00:00,西北,已完成,292.47
ORD10658,CUST1473,产品E,服装,304.46,7,0.0,2023-01-28 10:00:00,华中,已完成,2131.22
ORD10659,CUST1431,产品A,食品,351.08,1,0.0,2023-01-28 11:00:00,华中,已完成,351.08
ORD10660,CUST1340,产品B,家居,187.63,1,0.0,2023-01-28 12:00:00,华东,已完成,187.63
ORD10661,CUST1550,产品E,电子,413.76,2,0.1,2023-01-28 13:00:00,华东,已取消,744.77
ORD10662,CUST1611,产品B,食品,110.0,3,0.0,2023-01-28 14:00:00,华南,已完成,330.0
ORD10663,CUST1288,产品D,电子,239.83,1,0.0,2023-01-28 15:00:00,华北,处理中,239.83
ORD10664,CUST1253,产品D,电子,402.46,9,0.2,2023-01-28 16:00:00,华北,已完成,2897.71
ORD10665,CUST1733,产品D,服装,98.28,8,0.25,2023-01-28 17:00:00,华北,已完成,589.68
ORD10666,CUST1356,产品A,服装,63.83,5,0.25,2023-01-28 18:00:00,西南,已完成,239.36
ORD10667,CUST1022,产品D,家居,443.01,2,0.2,2023-01-28 19:00:00,华中,处理中,708.82
ORD10668,CUST1761,产品E,图书,178.04,5,0.0,2023-01-28 20:00:00,华北,已完成,890.2
ORD10669,CUST1521,产品B,电子,345.1,6,0.1,2023-01-28 21:00:00,华南,处理中,1863.54
ORD10670,CUST1757,产品C,图书,22.42,1,0.0,2023-01-28 22:00:00,华南,已完成,22.42
ORD10671,CUST1836,产品E,家居,348.12,4,0.1,2023-01-28 23:00:00,华北,已退款,1253.23
ORD10672,CUST1099,产品E,电子,164.89,9,0.0,2023-01-29 00:00:00,华东,处理中,1484.01
ORD10673,CUST1801,产品D,电子,37.31,2,0.1,2023-01-29 01:00:00,华南,处理中,67.16
ORD10674,CUST1179,产品A,图书,308.81,5,0.1,2023-01-29 02:00:00,东北,处理中,1389.64
ORD10675,CUST1222,产品B,食品,127.99,1,0.0,2023-01-29 03:00:00,华东,已完成,127.99
ORD10676,CUST1905,产品A,服装,199.54,4,0.15,2023-01-29 04:00:00,东北,处理中,678.44
ORD10677,CUST1761,产品B,食品,49.48,4,0.0,2023-01-29 05:00:00,华中,已完成,197.92
ORD10678,CUST1658,产品B,图书,82.11,6,0.0,2023-01-29 06:00:00,西南,已完成,492.66
ORD10679,CUST1441,产品A,服装,156.01,9,0.0,2023-01-29 07:00:00,华南,已完成,1404.09
ORD10680,CUST1607,产品E,食品,53.98,3,0.0,2023-01-29 08:00:00,华东,已完成,161.94
ORD10681,CUST1768,产品B,服装,456.3,9,,2023-01-29 09:00:00,东北,已完成,4106.7
ORD10682,CUST1324,产品A,电子,12.96,6,0.2,2023-01-29 10:00:00,华北,已完成,62.21
ORD10683,CUST1515,产品B,食品,247.09,7,0.0,2023-01-29 11:00:00,东北,已完成,1729.63
ORD10684,CUST1015,产品C,服装,70.39,2,0.0,2023-01-29 12:00:00,东北,已完成,140.78
ORD10685,CUST1791,产品E,服装,160.76,6,0.0,2023-01-29 13:00:00,华中,已完成,964.56
ORD10686,CUST1335,产品D,服装,463.77,6,0.1,2023-01-29 14:00:00,西北,已退款,2504.36
ORD10687,CUST1758,产品B,食品,89.23,2,0.15,2023-01-29 15:00:00,西北,已取消,151.69
ORD10688,CUST1257,产品C,家居,483.26,2,0.1,2023-01-29 16:00:00,华北,已取消,869.87
ORD10689,CUST1496,产品D,食品,110.84,2,0.15,2023-01-29 17:00:00,华中,已完成,188.43
ORD10690,CUST1987,产品D,图书,373.37,1,0.2,2023-01-29 18:00:00,华中,已完成,298.7
ORD10691,CUST1895,产品B,食品,277.87,5,0.2,2023-01-29 19:00:00,华中,已退款,1111.48
ORD10692,CUST1159,产品A,服装,443.39,8,0.1,2023-01-29 20:00:00,华中,已取消,3192.41
ORD10693,CUST1474,产品B,电子,281.46,2,0.0,2023-01-29 21:00:00,西北,处理中,562.92
ORD10694,CUST1851,产品C,食品,271.93,5,0.1,2023-01-29 22:00:00,华东,已完成,1223.69
ORD10695,CUST1663,产品D,食品,105.77,8,0.1,2023-01-29 23:00:00,华中,已完成,761.54
ORD10696,CUST1907,产品B,服装,91.45,5,0.15,2023-01-30 00:00:00,华东,处理中,388.66
ORD10697,CUST1689,产品A,电子,459.08,2,0.15,2023-01-30 01:00:00,东北,已完成,780.44
ORD10698,CUST1674,产品B,电子,170.64,3,0.15,2023-01-30 02:00:00,东北,已完成,435.13
ORD10699,CUST1379,产品E,图书,192.32,6,0.15,2023-01-30 03:00:00,华中,处理中,980.83
ORD10700,CUST1544,产品A,食品,382.31,5,0.0,2023-01-30 04:00:00,华南,处理中,1911.55
ORD10701,CUST1928,产品C,电子,176.02,4,0.0,2023-01-30 05:00:00,西南,已完成,704.08
ORD10702,CUST1956,产品D,电子,476.51,4,0.0,2023-01-30 06:00:00,华南,已完成,1906.04
ORD10703,CUST1690,产品B,家居,371.58,5,0.2,2023-01-30 07:00:00,东北,已退款,1486.32
ORD10704,CUST1426,产品A,家居,302.74,2,0.15,2023-01-30 08:00:00,西南,已完成,514.66
ORD10705,CUST1612,产品E,电子,441.64,9,0.1,2023-01-30 09:00:00,华南,处理中,3577.28
ORD10706,CUST1267,产品A,图书,34.31,2,0.15,2023-01-30 10:00:00,华中,处理中,58.33
ORD10707,CUST1834,产品E,电子,135.96,2,0.15,2023-01-30 11:00:00,华东,处理中,231.13
ORD10708,CUST1576,产品C,服装,237.87,9,0.2,2023-01-30 12:00:00,西南,处理中,1712.66
ORD10709,CUST1416,产品D,食品,121.22,3,0.15,2023-01-30 13:00:00,西北,已完成,309.11
ORD10710,CUST1167,产品C,图书,374.51,7,0.1,2023-01-30 14:00:00,华北,已完成,2359.41
ORD10711,CUST1841,产品B,服装,460.41,4,0.1,2023-01-30 15:00:00,西南,已完成,1657.48
ORD10712,CUST1042,产品A,图书,217.65,6,0.0,2023-01-30 16:00:00,西南,已完成,1305.9
ORD10713,CUST1555,产品E,服装,177.64,4,,2023-01-30 17:00:00,西北,已完成,639.5
ORD10714,CUST1284,产品E,食品,481.16,7,0.0,2023-01-30 18:00:00,华中,已完成,3368.12
ORD10715,CUST1396,产品A,食品,227.98,1,0.0,2023-01-30 19:00:00,华南,处理中,227.98
ORD10716,CUST1011,产品A,家居,249.63,3,0.15,2023-01-30 20:00:00,华南,已完成,636.56
ORD10717,CUST1606,产品B,服装,182.31,3,0.1,2023-01-30 21:00:00,东北,已完成,492.24
ORD10718,CUST1301,产品C,家居,455.68,1,0.25,2023-01-30 22:00:00,华东,已完成,341.76
ORD10719,CUST1897,产品E,服装,288.79,6,0.0,2023-01-30 23:00:00,华中,已完成,1732.74
ORD10720,CUST1252,产品B,家居,383.47,9,0.0,2023-01-31 00:00:00,西北,已完成,3451.23
ORD10721,CUST1498,产品C,食品,407.79,8,0.0,2023-01-31 01:00:00,华中,已完成,3262.32
ORD10722,CUST1753,产品B,图书,177.51,7,0.0,2023-01-31 02:00:00,华中,已完成,1242.57
ORD10723,CUST1034,产品E,家居,222.51,8,0.0,2023-01-31 03:00:00,华南,处理中,1780.08
ORD10724,CUST1726,产品A,服装,425.75,6,0.0,2023-01-31 04:00:00,西北,已退款,2554.5
ORD10725,CUST1848,产品A,服装,188.0,9,0.0,2023-01-31 05:00:00,华北,已退款,1692.0
ORD10726,CUST1089,产品C,食品,399.03,3,0.0,2023-01-31 06:00:00,西南,已完成,1197.09
ORD10727,CUST1775,产品D,服装,471.09,9,0.0,2023-01-31 07:00:00,华南,已完成,4239.81
ORD10728,CUST1604,产品C,电子,315.37,4,0.15,2023-01-31 08:00:00,西北,已完成,1072.26
ORD10729,CUST1921,产品D,图书,373.4,7,0.0,2023-01-31 09:00:00,华东,已完成,2613.8
ORD10730,CUST1969,产品B,家居,404.5,9,0.1,2023-01-31 10:00:00,西南,已完成,3276.45
ORD10731,CUST1601,产品B,图书,424.07,2,0.15,2023-01-31 11:00:00,西南,已完成,720.92
ORD10732,CUST1417,产品E,食品,203.58,2,0.0,2023-01-31 12:00:00,华南,处理中,407.16
ORD10733,CUST1114,产品D,家居,35.12,9,0.2,2023-01-31 13:00:00,东北,已完成,252.86
ORD10734,CUST1616,产品E,家居,206.92,3,0.15,2023-01-31 14:00:00,华东,已完成,527.65
ORD10735,CUST1902,产品A,电子,340.14,9,0.15,2023-01-31 15:00:00,华南,已完成,2602.07
ORD10736,CUST1195,产品D,食品,230.67,5,0.0,2023-01-31 16:00:00,华中,已完成,1153.35
ORD10737,CUST1825,产品C,服装,376.99,6,0.15,2023-01-31 17:00:00,东北,处理中,1922.65
ORD10738,CUST1500,产品A,电子,184.92,2,0.15,2023-01-31 18:00:00,西北,已完成,314.36
ORD10739,CUST1625,产品A,电子,321.02,8,0.0,2023-01-31 19:00:00,华东,已完成,2568.16
ORD10740,CUST1492,产品C,图书,101.35,9,0.0,2023-01-31 20:00:00,西南,已完成,912.15
ORD10741,CUST1074,产品A,图书,377.19,2,0.0,2023-01-31 21:00:00,华南,已完成,754.38
ORD10742,CUST1412,产品D,图书,277.39,6,0.15,2023-01-31 22:00:00,西南,已完成,
ORD10743,CUST1375,产品E,电子,109.99,6,0.0,2023-01-31 23:00:00,华东,已退款,659.94
ORD10744,CUST1419,产品A,服装,153.04,8,0.15,2023-02-01 00:00:00,西南,已退款,1040.67
ORD10745,CUST1728,产品D,家居,376.82,5,0.0,2023-02-01 01:00:00,华南,处理中,1884.1
ORD10746,CUST1276,产品B,图书,246.47,9,0.15,2023-02-01 02:00:00,东北,已完成,1885.5
ORD10747,CUST1760,产品D,服装,115.86,1,0.0,2023-02-01 03:00:00,华南,已完成,115.86
ORD10748,CUST1675,产品E,食品,483.96,9,0.0,2023-02-01 04:00:00,华北,已完成,4355.64
ORD10749,CUST1393,产品D,图书,360.41,7,0.1,2023-02-01 05:00:00,西南,处理中,2270.58
ORD10750,CUST1868,产品C,家居,479.0,4,0.0,2023-02-01 06:00:00,华北,处理中,1916.0
ORD10751,CUST1456,产品E,食品,219.28,3,0.0,2023-02-01 07:00:00,东北,处理中,657.84
ORD10752,CUST1919,产品B,食品,242.8,6,0.0,2023-02-01 08:00:00,华北,已完成,1456.8
ORD10753,CUST1191,产品C,家居,450.0,1,0.1,2023-02-01 09:00:00,西南,已完成,405.0
ORD10754,CUST1738,产品D,图书,267.27,3,0.2,2023-02-01 10:00:00,华东,已完成,641.45
ORD10755,CUST1688,产品E,电子,356.57,2,0.15,2023-02-01 11:00:00,华中,已完成,606.17
ORD10756,CUST1098,产品B,家居,133.56,9,0.0,2023-02-01 12:00:00,东北,已完成,1202.04
ORD10757,CUST1547,产品C,家居,228.9,3,0.0,2023-02-01 13:00:00,华南,已完成,686.7
ORD10758,CUST1977,产品B,家居,70.49,2,0.1,2023-02-01 14:00:00,西北,处理中,126.88
ORD10759,CUST1998,产品D,食品,110.93,4,0.15,2023-02-01 15:00:00,东北,已完成,377.16
ORD10760,CUST1095,产品B,服装,10.46,2,0.0,2023-02-01 16:00:00,华北,已完成,20.92
ORD10761,CUST1663,产品A,电子,29.24,1,0.0,2023-02-01 17:00:00,华东,已完成,29.24
